delta_time
11
5
5
5
5
4
11
11
11
7
11
5
7
10
6
3
3
7
10
6
11
11
7
6
12
10
7
10
6
7
7
5
5
4
4
4
3
3
5
4
4
61
7
34
10
60
55
13
6
69
6
3
3
11
10
68
7
53
4
46
4
5
105
5
5
4
4
4
5
47
40
7
5
5
4
4
4
4
4
3
6
6
6
6
45
47
6
0
3
7
7
6
6
5
4
4
4
67
4
6
6
5
7
6
3
6
7
5
6
4
7
4
4
3
12
13
6
11
7
53
32
7
48
7
48
7
48
7
47
6
7
6
11
0
6
7
6
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
11
4
4
4
4
4
3
3
3
56
6
6
6
8
6
7
6
7
6
6
6
12
1
0
10
8
7
6
3
4
6
5
11
6
6
7
6
5
6
7
5
5
5
5
0
7
6
5
5
4
5
5
5
5
5
6
5
6
98
55
54
95
5
5
5
5
5
6
6
6
7
0
5
5
6
5
8
81
4
6
12
7
11
11
11
63
62
5
6
6
12
4
130
6
6
6
5
5
4
6
95
95
7
5
8
7
6
6
5
5
5
4
4
9
7
7
42
6
5
4
6
1
11
12
12
7
7
5
5
5
5
4
4
4
5
5
7
6
6
6
6
5
13
47
36
7
5
12
4
8
7
1
13
13
12
5
8
8
7
4
6
7
47
7
12
7
11
15
12
113
7
5
5
5
8
6
5
7
7
5
5
6
7
5
8
6
7
6
7
6
6
7
6
7
6
6
9
1
7
7
7
5
4
5
5
7
5
5
4
5
5
6
6
5
7
5
5
5
6
5
5
5
2
5
5
12
5
5
4
6
6
6
5
5
5
13
5
5
0
75
55
13
8
6
9
9
61
58
57
8
56
56
6
54
7
1
9
8
8
7
7
7
7
7
7
7
5
6
5
5
9
8
15
7
9
9
6
8
15
14
14
3
6
0
13
0
7
13
7
2
12
12
7
9
14
9
9
9
6
7
16
13
13
8
8
8
7
7
71
9
9
9
12
2
6
9
9
14
8
8
14
9
9
8
8
5
5
3
8
8
8
1
8
1
8
8
0
8
8
7
9
5
14
7
6
6
7
7
7
7
7
10
10
9
10
9
9
9
8
8
7
7
6
7
7
7
6
6
6
6
1
7
9
8
15
15
8
5
9
10
7
6
6
5
7
13
6
2
7
13
13
15
0
1
124
2
15
6
6
9
6
6
7
7
6
6
3
7
7
70
7
69
10
7
7
9
6
1
6
2
1
6
6
6
6
2
56
6
6
3
6
9
0
0
6
6
6
3
65
14
7
6
6
65
8
10
8
9
9
9
7
8
8
8
7
10
10
9
9
8
8
7
7
7
7
6
6
6
6
6
9
10
10
10
9
9
9
8
8
7
7
6
6
6
6
10
10
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
6
6
6
16
2
2
1
3
14
8
8
64
65
51
6
4
0
58
55
16
13
64
13
72
10
14
52
6
7
1
8
13
13
6
2
6
0
3
7
1
9
7
4
3
3
6
7
3
4
3
1
3
7
3
8
3
10
7
7
9
7
14
14
9
3
15
10
8
16
14
2
3
2
7
14
14
0
2
11
9
7
8
10
15
7
16
8
4
3
12
5
6
5
2
6
6
2
4
2
4
17
4
17
165
108
81
81
3
12
3
10
5
5
11
2
10
13
4
59
13
58
18
10
5
19
61
3
77
67
6
3
7
6
5
2
12
12
12
9
9
7
6
5
13
12
11
6
13
12
7
12
4
5
3
14
17
9
4
4
2
76
14
10
3
18
4
4
9
5
4
17
5
2
2
17
115
115
6
10
17
3
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
2
6
6
6
6
4
4
4
4
3
4
180
4
6
6
4
3
13
118
6
6
4
4
6
13
0
6
6
0
0
7
0
0
3
19
6
12
0
13
13
5
3
5
4
3
56
5
6
6
14
3
5
7
4
7
7
12
12
6
5
11
11
10
6
10
10
59
10
7
12
7
7
7
7
55
7
46
7
81
5
8
12
46
5
43
5
13
4
6
6
6
6
6
5
5
5
5
4
4
4
4
3
6
5
4
7
4
6
4
14
13
10
11
11
10
6
5
5
4
3
4
5
63
1
7
5
18
7
11
14
4
8
7
6
7
5
5
5
4
3
14
7
6
5
8
8
6
6
6
6
6
6
5
5
5
5
5
4
4
4
4
4
4
102
7
0
4
6
6
6
6
6
6
6
6
6
8
5
4
6
6
3
6
4
5
7
6
6
8
0
4
8
8
4
8
4
8
5
5
7
0
5
4
4
6
6
4
8
5
0
6
6
7
7
7
5
5
5
5
4
4
5
4
4
4
4
4
7
5
7
5
7
6
6
7
6
5
8
6
5
4
4
4
4
6
5
5
4
8
11
63
6
6
0
14
25
12
21
6
6
5
70
83
6
78
5
6
5
5
71
7
6
70
64
7
6
61
55
14
13
6
0
7
7
11
7
7
7
1
7
6
6
6
6
8
5
9
7
6
5
1
7
6
0
22
20
7
12
6
8
7
8
8
7
6
6
6
5
5
5
5
4
7
6
7
5
14
6
14
7
9
8
8
6
6
6
14
5
9
6
6
4
7
12
13
12
16
15
7
13
12
7
1
7
18
12
11
8
7
0
5
4
7
7
5
2
6
1
5
5
7
1
1
1
1
5
1
5
7
6
1
7
5
5
7
5
1
19
13
8
6
6
6
5
90
15
14
14
13
8
14
16
2
5
7
2
4
72
6
5
76
90
7
20
8
9
8
6
6
6
6
6
0
6
6
5
7
8
8
5
5
6
0
57
6
2
20
6
2
12
6
2
2
6
6
9
9
8
8
8
7
7
7
7
7
6
6
5
5
7
8
13
6
6
64
5
112
6
2
2
2
22
9
8
58
58
6
22
19
56
14
15
56
14
7
14
9
2
1
13
6
1
13
1
6
1
13
13
5
1
2
9
9
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
6
6
5
9
8
2
9
6
6
5
5
1
1
1
1
1
21
21
21
19
16
15
15
15
15
55
14
14
13
13
13
12
7
6
6
6
5
5
10
10
12
12
14
6
7
9
7
83
7
0
7
15
22
21
21
20
1
7
10
15
10
7
14
14
16
2
7
7
7
7
0
1
7
3
2
9
13
2
1
1
1
7
13
9
9
8
101
2
6
9
22
21
21
20
19
15
13
22
21
20
17
14
14
13
20
72
9
8
8
7
7
6
6
2
10
1
7
7
8
7
10
10
10
6
6
6
16
9
9
8
8
1
1
21
21
8
2
8
1
16
7
15
7
13
16
14
14
7
10
10
9
7
0
13
7
8
8
8
6
8
9
10
9
6
17
7
7
9
8
8
8
7
6
6
6
8
7
7
7
6
7
7
21
8
7
9
6
6
8
6
9
0
14
7
9
21
16
16
15
15
13
6
10
10
10
10
10
10
9
8
8
8
8
7
7
7
7
7
7
6
6
6
6
6
6
6
2
8
6
8
14
13
10
9
9
7
6
6
6
8
6
2
6
0
2
2
0
9
3
7
7
7
2
9
3
3
6
3
3
7
1
10
20
20
16
16
16
14
14
11
10
7
7
9
4
6
10
9
1
9
7
2
9
71
6
9
9
6
9
21
17
16
15
14
10
9
9
8
8
8
8
8
8
7
7
7
7
7
6
6
8
7
7
4
6
6
7
14
6
3
2
7
0
7
2
3
21
1
3
14
10
8
0
84
9
9
1
0
1
17
0
14
13
7
9
9
2
7
2
6
1
2
11
3
7
7
16
2
3
2
0
1
2
2
3
5
10
6
4
2
6
6
5
2
2
11
3
6
4
5
68
5
12
6
10
2
3
4
9
6
7
4
7
7
7
4
4
4
66
3
6
5
7
6
6
11
6
5
5
5
6
5
5
6
3
2
5
3
2
6
3
10
2
6
5
5
20
5
5
3
6
18
4
81
17
7
10
6
4
6
6
3
6
5
60
76
7
7
6
6
194
6
6
6
6
21
3
6
7
13
12
4
6
6
11
5
10
10
6
7
6
6
4
5
14
5
12
12
12
11
0
4
11
24
20
20
20
20
19
14
17
12
11
5
3
4
6
4
4
21
18
17
12
11
10
21
20
20
19
19
19
18
17
17
13
13
13
13
13
12
11
11
10
20
17
17
14
5
3
5
7
20
20
20
19
18
18
18
18
17
17
13
13
13
12
12
11
11
11
10
19
18
18
17
12
12
20
20
17
13
13
13
12
12
20
17
12
19
20
11
20
4
5
6
17
4
7
4
0
3
5
7
7
20
21
6
19
18
11
6
4
4
8
7
6
6
6
5
5
4
4
6
6
3
7
18
4
4
4
5
6
4
4
6
6
4
5
5
8
6
4
25
5
5
3
13
6
11
11
4
5
11
13
6
6
6
6
6
5
6
5
4
8
4
3
4
7
7
7
6
6
6
5
4
4
3
3
4
7
6
6
4
6
117
4
6
4
6
4
6
5
4
17
5
13
13
5
6
6
4
5
5
14
4
8
5
8
8
7
11
5
14
12
14
13
13
7
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
12
7
4
7
7
7
6
6
6
6
5
5
5
5
5
4
4
4
4
3
3
5
4
4
4
0
96
4
6
4
4
6
6
6
6
6
6
6
7
7
6
6
6
6
6
6
6
6
6
7
6
6
7
7
7
6
6
6
6
6
5
5
1
5
5
5
13
9
9
20
7
7
2
8
8
8
7
6
5
1
7
7
6
9
9
9
8
8
7
8
8
8
7
7
7
7
6
6
6
6
6
6
6
6
6
6
15
7
6
6
6
8
9
6
6
6
5
8
12
7
7
9
9
9
9
8
8
7
7
7
6
6
6
6
5
5
6
5
5
5
6
7
6
7
6
5
6
5
7
1
7
15
1
14
2
8
6
1
6
8
6
12
12
21
19
22
21
21
20
19
14
12
9
5
8
8
7
7
7
7
7
6
6
5
7
8
6
6
5
7
6
7
8
8
12
9
5
13
14
5
9
12
22
22
22
21
21
20
20
20
20
20
12
12
7
7
12
9
13
12
13
8
8
9
9
6
7
6
6
63
6
5
21
6
9
9
6
6
6
8
7
8
8
6
7
20
7
7
7
7
7
7
8
1
6
7
7
10
24
9
9
6
7
20
6
8
9
9
9
6
21
8
8
2
7
7
8
8
12
6
6
7
23
23
22
22
20
19
19
19
19
22
6
6
7
397
22
22
22
7
21
21
15
16
15
168
10
9
8
7
7
6
5
6
6
1
6
14
14
7
5
5
5
7
5
6
6
6
6
10
5
7
6
13
14
70
14
14
8
8
6
6
7
0
9
8
7
9
2
8
7
8
133
6
90
9
9
9
8
8
7
7
16
7
7
7
7
7
9
9
7
9
8
6
8
7
10
7
7
7
7
7
8
7
10
10
10
10
9
9
9
8
8
8
7
6
6
7
6
13
10
10
10
9
9
9
9
9
9
9
8
8
8
8
8
8
7
7
7
7
7
7
7
7
6
6
6
8
0
104
8
7
9
9
10
9
8
9
8
8
7
7
7
7
7
6
6
6
6
76
2
9
9
7
6
6
4
9
7
30
6
8
23
9
22
8
21
8
23
9
0
9
27
3
2
8
6
6
3
3
9
21
3
21
8
7
7
7
23
6
22
6
7
7
7
21
6
8
7
3
7
6
6
3
6
7
7
14
7
14
7
6
7
7
6
2
4
3
0
7
4
2
6
4
14
4
8
15
15
3
3
3
2
14
3
3
3
8
2
13
13
71
4
3
3
6
8
15
4
7
4
8
3
9
3
2
3
21
16
16
16
14
7
7
0
1
4
14
16
1
22
17
4
80
12
61
10
11
11
11
25
10
3
14
25
11
11
10
6
19
6
4
10
10
6
6
4
10
11
10
7
4
10
6
3
7
12
7
7
6
4
6
6
6
11
6
6
69
17
6
3
6
6
4
6
13
10
6
6
26
26
6
7
7
29
11
11
17
4
186
7
18
19
20
5
13
12
12
11
11
13
11
12
12
11
13
11
3
6
11
6
6
11
5
26
5
21
10
10
7
6
6
7
21
3
25
4
0
25
28
11
21
7
7
20
7
18
18
11
7
6
11
6
15
4
4
12
4
5
15
13
14
12
11
5
7
6
5
5
89
4
7
8
0
7
5
5
5
5
5
5
5
5
0
5
7
19
20
14
96
5
5
7
7
7
5
5
5
4
14
8
12
12
8
5
5
5
5
4
26
26
28
33
14
20
7
5
71
21
4
13
8
8
8
8
7
7
7
7
7
7
75
21
5
5
5
5
5
5
5
5
4
4
4
4
11
11
8
7
5
4
4
13
12
13
11
11
11
5
4
4
4
6
4
14
4
4
5
7
4
5
22
20
34
19
21
19
19
20
21
27
27
34
27
19
7
7
8
9
7
5
5
4
5
8
4
4
8
19
21
9
9
8
8
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
6
6
6
6
33
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
7
15
14
14
13
14
14
13
13
13
12
12
12
8
9
8
8
12
5
5
7
5
4
4
7
8
7
7
7
6
12
7
4
11
11
9
14
16
8
7
8
1
12
8
90
96
7
9
9
5
4
5
5
5
4
4
5
8
8
8
8
7
5
8
5
6
5
20
8
5
6
8
7
232
6
7
7
7
5
5
28
12
5
27
5
7
7
6
6
7
5
5
9
6
9
9
9
0
5
5
4
5
8
5
5
8
8
8
5
9
8
8
6
6
13
8
12
6
8
9
35
20
19
13
13
19
5
0
5
9
8
8
8
7
29
6
5
5
5
5
5
6
8
7
7
7
6
6
6
5
13
6
8
14
14
14
13
16
8
13
6
6
28
5
8
5
5
5
20
6
8
14
6
1
1
7
9
1
6
6
1
1
6
6
9
9
1
29
6
5
15
1
9
13
34
5
0
13
1
9
9
7
10
6
16
9
16
16
5
20
15
15
2
1
21
15
1
15
14
7
7
14
14
6
14
14
13
13
6
69
1
13
27
21
9
20
9
7
7
13
7
7
0
6
7
1
23
23
23
22
22
20
20
19
19
19
16
8
6
6
5
22
22
21
21
21
21
21
21
20
20
15
6
7
7
14
26
26
10
9
9
9
8
8
6
6
5
6
13
24
7
9
7
2
7
7
35
14
14
7
10
30
7
7
7
29
6
9
6
6
9
6
7
7
7
2
2
7
6
29
6
6
9
9
9
9
7
7
7
7
7
7
6
9
9
7
9
9
16
16
15
13
10
9
7
9
9
13
9
2
1
10
7
7
7
6
6
0
2
8
9
9
2
8
8
20
34
2
8
8
0
0
7
100
127
9
14
13
7
7
6
7
1
7
7
14
30
9
1
6
6
6
6
7
6
7
1
7
7
3
17
3
0
17
2
2
0
9
1
1
2
25
2
1
10
1
79
2
2
1
2
2
2
1
11
11
11
11
11
11
10
10
10
10
10
8
8
8
8
8
8
7
7
7
7
7
7
7
7
6
7
14
13
7
91
15
7
7
2
7
21
20
16
16
17
16
15
15
2
1
2
0
0
2
1
1
16
7
2
15
8
13
0
3
2
2
2
2
2
3
4
2
2
26
20
347
5
10
2
32
32
19
9
12
12
3
3
5
9
6
13
12
10
3
5
9
2
2
3
30
4
10
3
3
3
2
9
2
34
16
3
24
5
3
6
4
10
6
4
4
4
11
5
4
3
20
12
12
14
13
12
11
10
10
10
10
10
9
9
9
9
3
20
5
20
20
10
40
4
6
5
5
5
40
4
38
38
4
4
4
4
3
13
10
18
2
2
19
17
3
18
3
4
4
4
11
5
6
6
6
4
13
5
4
5
3
6
5
11
11
6
11
10
4
6
10
10
17
5
12
6
17
27
0
4
5
10
33
5
5
5
18
6
5
5
20
18
84
4
6
4
6
0
11
18
4
4
28
5
6
0
4
6
6
5
5
5
5
5
14
13
11
10
6
3
6
5
6
5
5
5
4
4
4
4
4
4
20
20
5
7
0
14
6
7
7
6
7
11
6
5
6
7
4
1
0
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
6
6
4
4
4
4
7
24
7
13
5
20
14
11
20
6
6
3
5
6
20
6
21
18
15
11
7
20
6
6
4
4
34
14
13
14
7
14
21
7
40
5
10
4
3
28
3
19
7
28
5
19
5
5
6
20
7
7
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
0
0
7
5
4
5
4
6
6
6
6
5
0
29
20
15
14
14
14
14
12
11
11
11
7
4
4
4
6
4
4
4
4
4
4
6
5
0
6
0
6
6
6
7
7
7
6
6
5
5
5
5
4
20
5
6
6
6
4
4
4
4
4
5
5
19
12
6
0
5
19
4
20
21
21
19
18
19
4
4
6
6
5
6
4
5
7
6
5
4
6
6
5
4
4
8
8
7
6
6
4
211
5
15
7
4
7
7
4
4
5
5
7
6
8
6
5
4
1
7
6
7
7
0
5
7
6
6
0
5
8
11
8
6
78
5
5
7
34
6
5
7
6
7
7
5
6
6
5
5
5
7
6
6
7
7
7
8
5
5
5
5
5
7
2
2
2
2
2
2
2
2
2
2
2
1
6
6
6
6
2
7
6
0
20
8
8
5
6
0
7
5
19
5
0
6
5
8
6
19
15
7
44
6
6
7
7
5
6
12
1
9
8
8
7
7
6
6
6
15
6
26
7
2
6
8
8
8
7
7
6
5
5
13
6
2
7
7
6
0
0
6
6
167
6
5
1
1
2
2
15
1
23
22
22
22
21
21
21
20
0
20
20
20
20
20
19
19
19
6
5
23
22
22
22
22
20
13
2
2
2
8
8
1
1
8
2
1
2
7
1
1
6
2
7
6
6
8
7
7
7
7
6
2
6
9
7
1
7
6
1
1
9
26
14
0
9
9
9
8
8
8
7
7
7
6
6
6
6
3
2
3
9
8
8
8
6
7
6
7
0
3
0
9
1
6
23
8
0
7
9
8
8
6
6
6
105
8
8
8
7
6
6
78
0
0
20
6
7
14
2
3
3
6
6
6
9
14
14
34
8
2
1
9
6
9
7
6
6
7
6
6
6
13
14
8
10
2
1
2
6
6
1
1
2
1
78
3
1
21
8
16
2
8
128
1
8
2
2
1
4
1
2
0
1
2
1
0
1
27
1
14
2
3
3
1
10
2
2
2
1
9
10
10
92
10
9
9
9
9
9
8
8
8
8
8
8
8
8
7
7
7
7
7
6
1
7
7
3
29
1
4
4
1
1
7
3
3
2
1
1
7
7
3
7
2
10
10
2
16
10
16
8
3
11
46
3
23
10
9
9
9
9
2
46
9
9
3
9
27
2
9
9
6
2
20
20
2
6
4
6
6
3
7
2
7
9
6
6
16
6
5
45
17
3
32
18
6
4
9
3
2
26
24
23
20
18
18
17
17
16
27
27
25
25
24
23
27
24
7
12
2
27
27
27
27
26
26
26
26
26
25
25
25
23
20
20
17
17
16
16
26
26
25
25
25
25
24
23
23
19
23
19
19
17
19
24
25
23
16
28
25
23
16
3
2
31
6
44
25
3
16
5
23
20
13
13
6
2
6
41
10
6
2
2
28
3
26
18
12
4
16
20
5
5
5
12
17
34
17
3
3
7
5
4
3
4
27
4
13
13
12
12
12
12
12
12
12
11
11
10
10
10
10
13
0
0
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
24
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
4
7
11
3
5
5
5
3
5
7
7
33
5
20
18
5
13
10
3
20
6
5
5
3
11
10
6
97
17
3
6
3
5
12
4
11
4
12
5
4
47
4
5
7
4
6
7
6
3
7
3
3
6
35
6
6
0
5
5
13
5
21
7
6
0
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
118
4
6
7
4
4
4
3
4
7
6
6
5
5
5
5
5
5
4
6
6
5
13
13
11
3
7
4
5
6
4
4
11
6
19
5
5
6
6
7
18
4
6
5
18
5
18
6
7
17
4
4
13
25
18
6
4
18
18
3
3
8
8
11
6
7
7
7
7
6
7
6
7
4
0
0
10
12
8
14
14
12
12
11
11
11
10
11
10
7
13
14
12
11
11
11
7
14
11
11
11
10
7
6
5
5
11
13
7
6
5
5
5
7
11
21
1
0
18
14
11
4
14
7
7
6
6
5
5
5
4
14
6
6
5
5
6
6
6
5
4
4
5
5
13
12
12
13
12
12
12
10
7
5
4
18
181
7
5
4
4
12
7
5
14
14
13
12
11
13
13
14
5
7
7
7
6
6
5
4
4
4
4
7
7
7
6
5
6
5
4
4
6
7
6
6
6
6
6
5
4
6
6
5
5
1
12
6
8
8
5
4
5
5
5
14
4
5
14
7
8
4
7
7
19
6
7
4
34
7
21
5
5
15
5
13
6
5
6
5
6
5
13
7
5
5
8
5
5
6
6
6
6
6
5
19
13
8
8
8
14
5
6
8
6
7
8
7
7
4
1
27
7
6
8
9
7
5
15
14
14
13
8
5
7
5
7
6
6
6
6
6
6
4
110
88
6
8
8
7
6
6
5
20
5
5
5
9
0
1
20
112
5
4
4
29
29
6
7
5
19
8
8
15
6
14
15
14
14
8
13
19
13
7
8
13
12
12
29
28
27
26
26
14
14
12
6
6
4
7
8
8
8
8
8
8
7
5
5
5
0
14
12
12
7
8
6
7
6
6
6
5
7
20
12
12
5
5
5
0
5
5
5
8
6
7
7
7
1
8
8
6
6
6
8
6
6
7
6
6
6
106
6
6
6
7
5
6
5
5
7
7
6
1
6
1
6
2
8
21
6
5
7
13
9
23
23
23
22
22
20
20
20
20
19
19
27
19
9
7
22
21
20
20
20
20
19
29
19
8
7
10
10
9
9
8
7
7
7
8
6
7
7
22
20
20
14
5
12
13
9
9
7
10
9
7
8
7
7
5
6
6
16
6
14
8
8
8
7
7
5
9
7
6
6
2
15
16
9
0
8
9
7
2
12
14
12
0
9
8
2
8
7
6
8
8
90
7
7
6
7
2
100
5
34
23
15
14
7
7
8
9
8
7
10
10
10
9
9
9
8
8
8
8
8
8
7
7
6
6
6
5
8
9
9
8
8
8
8
7
8
6
6
6
6
6
9
7
29
6
10
10
15
14
8
8
6
98
35
16
15
15
14
13
10
0
7
6
9
9
10
7
7
6
9
6
7
1
8
6
8
6
7
28
1
1
8
0
6
6
13
14
15
6
7
29
28
8
20
23
7
7
9
15
6
6
6
1
6
10
10
10
10
9
9
7
7
7
7
6
6
6
6
6
21
28
20
9
6
6
6
6
2
14
6
350
0
6
6
99
6
6
7
6
8
6
1
7
6
9
8
9
6
8
7
6
6
0
8
0
6
0
7
6
7
44
6
0
0
1
0
28
4
11
9
15
3
1
2
20
15
11
11
11
10
10
10
10
10
10
10
10
10
10
10
10
10
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
6
6
14
14
14
29
35
13
13
9
8
8
7
7
7
1
8
13
7
20
16
15
15
15
9
1
15
16
21
21
20
15
14
3
3
8
4
2
2
11
11
11
11
10
10
10
10
10
10
10
10
10
10
10
9
9
9
9
9
9
9
9
8
8
8
8
8
9
8
8
8
8
8
8
8
7
7
7
6
7
7
7
7
7
7
6
6
6
1
11
0
8
32
36
8
14
9
7
8
8
45
9
13
8
8
17
11
3
9
2
23
4
4
9
9
4
27
16
16
10
48
31
10
2
17
17
16
26
16
18
27
2
10
3
3
6
7
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
6
16
3
16
11
3
11
11
14
14
13
13
23
12
12
3
18
11
33
10
11
11
10
10
10
10
6
10
4
10
10
4
6
9
9
5
6
2
94
10
3
10
6
11
14
6
11
4
12
6
6
2
14
14
6
12
12
20
20
17
4
4
5
3
5
19
11
11
6
53
17
17
14
12
7
11
12
11
4
4
6
5
5
7
3
4
6
11
6
6
6
125
31
32
24
24
11
7
20
6
6
6
6
6
18
5
13
5
11
24
90
17
18
18
17
14
14
17
13
12
13
11
12
10
8
10
10
6
7
7
5
5
13
11
20
10
4
10
38
31
4
13
3
8
7
5
6
4
3
12
7
13
3
3
7
3
5
7
7
7
6
6
4
5
5
5
28
4
5
6
6
6
6
10
21
13
20
28
5
5
10
26
11
0
6
6
5
5
5
5
12
12
6
39
40
4
11
6
4
18
14
6
6
6
0
12
1
4
48
3
6
14
6
4
6
7
6
1
4
6
1
6
12
5
5
19
19
18
18
6
6
4
20
32
13
6
6
6
6
6
6
5
4
4
6
4
4
7
4
7
7
7
5
4
26
20
20
14
6
12
11
6
13
5
5
5
5
6
11
5
4
1
1
4
5
6
5
6
5
5
6
5
6
7
33
33
4
6
5
15
13
13
11
11
11
11
6
0
9
7
7
33
26
20
20
18
14
5
13
0
106
18
6
1
13
11
6
6
6
14
7
6
7
6
12
51
27
6
6
1
13
5
5
5
6
14
5
8
8
7
7
6
6
6
6
